,venueID,category,nearby_same_category,total_nearby
53,4b5a46fbf964a5208eb928e3,"Cafe, Coffee, and Tea House",36,392
54,4b59d5f4f964a520f99a28e3,Restaurant,956,2509
55,4f5db79ee4b01f8f4df7fd0e,Bridge,15,735
56,4e6ea5d11f6e63a4ea6fb39f,Smoke Shop,0,519
57,4d1a7b6f02a66dcb3d806065,Restaurant,22,61
58,4c47c32e1ddec9287f949e32,Convenience Store,85,2571
59,4b972b47f964a520c9fa34e3,Government Building,5,214
60,4b73ecf6f964a52059c02de3,Convenience Store,6,104
61,4bf5fbf694b2a59343cfacee,"Cafe, Coffee, and Tea House",70,829
62,4b986f7ef964a5201a4235e3,Park,16,1772
63,4c7523466f789c74742f494c,Museum,7,1890
64,4b9e100ff964a520d2c836e3,Bridge,21,2406
65,4f0d071ee4b04a8cd74674ae,Structure,14,762
66,4b54ea63f964a520efd227e3,Movie Theater,11,1846
67,4f751002e4b06c81e0667de6,Education,25,560
68,4e534dd1e4cd13d1047c825f,Parking,7,2404
69,4b5e638ef964a520a58c29e3,Park,14,1817
70,4be956986af1ef3b2bbf1b96,Convenience Store,47,900
71,4b552568f964a520cadc27e3,Structure,6,900
72,4b8918fff964a5208d1c32e3,Convenience Store,10,195
73,4bc143b1461576b007ca7b32,Park,2,198
74,4d1e58a8b69c6dcb78cc5c95,Spiritual Center,0,197
75,4dc642e5fa76d685cdf6822c,Other Great Outdoors,0,61
76,4b5982c0f964a520a28a28e3,Restaurant,693,1821
77,4baed581f964a520c2db3be3,Park,4,331
78,4bebcfccb3352d7f53db56d2,Restaurant,56,158
79,4eb101f19adf1abeff96b11a,Convenience Store,69,1973
80,4b5989c8f964a520a18b28e3,Convenience Store,22,275
81,4ecf26c34690a03b5be18c46,Education,32,128
82,4b67d893f964a520235f2be3,Convenience Store,49,676
83,4b7e1ecef964a52071e32fe3,"Cafe, Coffee, and Tea House",7,106
84,4ec9e7bfcc21b428e5e3e370,Structure,2,410
85,4f0d1e8be4b0d2af7195dc7c,Convenience Store,36,1081
86,4c8872b2a0ffb60cb47522c5,Shopping Mall,1,53
87,4c1a0d22838020a1c090e661,Spiritual Center,10,716
88,4df1904ae4cda09e6d9b27fb,Restaurant,167,496
89,4bbac03d7421a593ed2dc440,Convenience Store,37,610
90,4c103a4781e976b042e50eeb,Food and Beverage Retail,20,1028
91,4b59250df964a520d37e28e3,Convenience Store,38,617
92,4cf6d57971538cfa38c8b72e,Hiking Trail,3,934
93,4d104081c3dc3704910f3874,Shopping Mall,9,728
94,4b76248cf964a520ac3f2ee3,Historic and Protected Site,41,1956
95,4b541c27f964a52080b227e3,Education,78,1230
96,4b7f961bf964a5208c3530e3,Garden,4,1935
97,4ea765127ee5c765189401dd,Education,68,1039
98,4b63ca9ef964a520c5912ae3,Department Store,16,1837
99,4cb0af673f0676b0a826fc0c,Historic and Protected Site,39,1927
100,4b935fedf964a520d94134e3,Spiritual Center,10,789
101,4d76c3eb41526ea80615598a,"Cafe, Coffee, and Tea House",14,244
102,4b7c17c1f964a520787c2fe3,Historic and Protected Site,39,1909
103,4f6d7593e4b03b575c3613b1,Art Gallery,0,453
104,4b569977f964a520551628e3,Monument,1,542
105,4b6260a5f964a5200f452ae3,Restaurant,710,1717
106,4f0d0bf0e4b0d2af7185d0cb,Physician,3,641
107,4b558892f964a520b9e627e3,Event Space,10,938
108,4f729013e4b0905384b2e359,Other Great Outdoors,5,1059
109,4b7a93d0f964a520fb312fe3,Historic and Protected Site,36,1984
110,4b5dd77af964a5200f6f29e3,"Cafe, Coffee, and Tea House",50,702
111,4c93701e1221b1f7defb19e2,Night Club,2,1992
112,4d75e90b8d7e236a6f07b028,Water Park,0,2013
113,4d5f51ee039188bfa3cb7123,Lake,2,2009
114,4c1341a0a9c220a10c86559d,Plaza,4,1833
115,4c38e3001e06d13a929f783e,Spiritual Center,15,1757
116,4b7bee49f964a5205c742fe3,Historic and Protected Site,37,870
117,4b5d8811f964a520596029e3,Computers and Electronics Retail,50,1817
118,4b62271cf964a520cf382ae3,"Cafe, Coffee, and Tea House",67,999
120,4b7bdc24f964a52009712fe3,Education,4,123
121,4f7423f4e4b0c1f44634bb7c,Food and Beverage Retail,2,48
122,4c86f6fee602b1f7877fc47a,Structure,59,1995
123,4b812faff964a520c09930e3,Monument,6,1227
124,4d463248c3e5f04d8c13ac20,Smoke Shop,7,1989
125,4b4fbac7f964a520ea1227e3,"Cafe, Coffee, and Tea House",126,1289
126,4ec09a4fbe7b04923ccd270d,Sculpture Garden,1,288
127,4b59675bf964a5204e8728e3,Structure,18,807
128,4e5b86ac1fc7864a236b0ed2,Education,53,274
129,4b7d736ef964a5202abf2fe3,Historic and Protected Site,14,772
130,4b9c81a6f964a5202d6d36e3,Plaza,0,555
131,4b8c3669f964a52068c432e3,Restaurant,236,647
132,4bb200cbf964a5200fb13ce3,Park,21,2132
133,4b7e4a1ef964a5207ae82fe3,Arts and Crafts Store,4,1827
134,4e292cfc45ddfe8f9df97d0f,Bakery,11,2279
135,4be4d3b2d4f7c9b6c7c82420,Stadium,1,45
136,4dbce1ca43a1d8504b98d0a5,Education,3,75
137,4c318f3266e40f47273bc58b,Gym and Studio,6,422
138,4bd14e19a8b3a593a898655f,Structure,14,613
139,4ba6108bf964a5203b3139e3,Convenience Store,10,421
140,4b54fd0ff964a520c4d627e3,Convenience Store,40,1022
141,4c71f0a9376da093d156a5c6,Government Building,11,886
143,4b724d52f964a52028772de3,Park,21,2230
144,4e2bc33db0fbc2edac25d40e,Government Building,10,527
145,4c6a01052c29d13af6df0c41,Cafeteria,0,808
146,4e313b86922ea20b3461a8ca,Smoke Shop,4,793
147,4b7e3467f964a520fde52fe3,Office,3,587
148,4b779bc6f964a520c9a32ee3,Food and Beverage Retail,17,576
149,4e8024cfbe7bf891816f6e94,Performing Arts Venue,1,204
150,4b973885f964a5208ffc34e3,Convenience Store,13,164
151,4c69c6f62c29d13a002e0c41,"Cafe, Coffee, and Tea House",55,678
152,4b0587a1f964a5209b9d22e3,Park,12,1348
153,4dfc242962846d918b936ca7,Plaza,9,1644
154,4f28c9aee4b0abca063d049a,Spiritual Center,18,1433
155,4bbd20d3a8cf76b0d977b1fd,Restaurant,397,909
156,4c004bb4369476b0de358f1f,"Cafe, Coffee, and Tea House",180,1654
157,4b5c3414f964a520382729e3,Bookstore,1,168
158,4b64fbabf964a520acdd2ae3,Miscellaneous Store,28,1838
159,4b6f807af964a5203ef32ce3,Education,53,286
160,4b6f80abf964a5204af32ce3,Education,53,287
161,4b74eaebf964a52009f82de3,Food and Beverage Retail,9,198
162,4c26caa65c5ca59308e546fe,Restaurant,153,454
163,4b662f05f964a520f5172be3,Government Building,20,1460
164,4cd4cd5dfb59548186bada50,Museum,1,61
165,4c481f4f31e41b8de2e94e35,Furniture and Home Store,6,1823
166,4ca8107cb0b8236acc2bb0e6,Restaurant,589,1360
167,4ba24245f964a520b2e737e3,Restaurant,79,221
168,4dfebb9588779f08f996a895,Restaurant,576,1697
169,4b729571f964a520647f2de3,"Cafe, Coffee, and Tea House",106,1205
170,4b64e70ef964a520acd82ae3,Park,6,142
171,4bb16e7af964a52009933ce3,Restaurant,451,1003
172,4b592b24f964a520ee7f28e3,Structure,48,2035
173,4c7b25c7566db60ce2544a0e,Restaurant,77,225
174,4b88a474f964a520520632e3,Art Gallery,17,2024
175,4b86316af964a520488231e3,"Cafe, Coffee, and Tea House",201,2095
176,4bc14fc6abf495215bfcc093,Restaurant,390,1064
177,4b71529df964a52019412de3,Restaurant,655,1742
178,4b9a0126f964a520b09a35e3,Restaurant,226,558
179,4b56fd40f964a520fa2128e3,Restaurant,482,1350
180,4d93c45f45ae5481af21f6eb,"Cafe, Coffee, and Tea House",38,514
181,4b5fd552f964a52041ce29e3,"Cafe, Coffee, and Tea House",127,1824
183,4c050a03f56c2d7fde021f66,Education,60,1117
184,4f69e57fe4b00d930a3dd075,Government Building,11,1185
185,4ddf3ba8d22d728b20c37aa7,Education,32,139
186,4f6227b2e4b073ddcaba153f,Bar,178,2099
187,4b95d003f964a52032b434e3,Restaurant,339,902
188,4b7df9f5f964a5201add2fe3,Restaurant,894,2454
189,4b77d168f964a5205aab2ee3,Food and Beverage Retail,5,50
190,4bdd0a1e8f53d13a59a9eb8f,Restaurant,679,1806
191,4b5860faf964a520135528e3,Education,5,48
192,4cc183bbf4448cfab2275798,Restaurant,968,2493
193,4db94096f7b1b4c54f4ca914,Restaurant,349,747
194,4c5f717813791b8d2e9a4daf,Restaurant,220,617
195,4b9b3b0df964a5203afb35e3,Food and Beverage Retail,12,167
196,4d39872ebeb7b1f70d1de071,Restaurant,123,328
197,4db107b91e729fcc564a5ea1,Garden,1,716
198,4b8f8592f964a520e35633e3,Restaurant,846,2048
199,4d3196108250f04d52f0eae0,Restaurant,80,233
200,4db386ae43a1369cb5a6920e,Park,0,66
201,4b55670ff964a52071e327e3,Computers and Electronics Retail,112,2399
202,4bc03e8374a9a593b3d6cff6,Restaurant,99,266
203,4e3a125ad164c429b7276bf8,"Cafe, Coffee, and Tea House",183,2407
204,4b6224d7f964a52049382ae3,Convenience Store,36,920
205,4bf4d50fe5eba593bb242090,Restaurant,88,284
206,4ce9ecd4f3bda143d613c3e4,Structure,2,145
207,4b62baa0f964a52084502ae3,Restaurant,594,1391
208,4b5bd76ef964a520411929e3,Bridge,22,2548
209,4ba056aef964a5202d6937e3,Plaza,6,2286
210,4b59614cf964a520968628e3,Restaurant,956,2509
211,4bfe3739f61dc9b6c41ea0de,Restaurant,941,2478
212,4b6b9d30f964a5209a122ce3,Restaurant,180,418
214,4bce6e1dc564ef3bed5feef0,Restaurant,97,233
215,4b5d0d6bf964a520845029e3,Restaurant,284,611
216,4f7bbd8ae4b066eb2305db85,Restaurant,146,411
217,4b986888f964a520bb4035e3,Restaurant,582,1315
218,4e6987f518381ea1bd82e0db,Restaurant,725,1771
219,4b6fed97f964a52057002de3,Restaurant,177,491
220,4b76269cf964a5203c402ee3,Historic and Protected Site,45,1929
221,4b57dbb2f964a520154428e3,Restaurant,817,1991
222,4ccfca1c6449a09309acc6cf,Restaurant,824,2001
223,4b7fb37af964a520a63930e3,"Cafe, Coffee, and Tea House",205,2453
224,4b57f67ef964a5206a4728e3,Park,17,1058
225,4b55b56af964a520b5ec27e3,Video Store,2,1808
226,4c95aa48f6c8ef3b0bf27dcf,Museum,12,1870
227,4d00bfd821ea6ea80472439f,Restaurant,709,1594
229,4f2738dbe4b012e031e3810c,Convenience Store,51,1564
230,4dd35107b3ad6786c6f4ab39,Restaurant,659,1750
231,4b63afedf964a520248c2ae3,Restaurant,644,1486
232,4b63e8cdf964a520b0962ae3,Hobby Store,1,560
233,4b6a77acf964a52002d62be3,"Cafe, Coffee, and Tea House",42,498
234,4c3a9587be4620a1a9210b13,Restaurant,867,2262
235,4b572309f964a520d32728e3,Education,8,217
236,4b67ad9cf964a520915a2be3,Restaurant,682,1795
237,4b5aade9f964a5208bd028e3,Park,17,2521
238,4e4e6c8c62e14b77e38cdf57,Restaurant,829,2051
239,4b6cdfa0f964a520c45a2ce3,Restaurant,95,268
240,4df18fdfd4c01ff6b2e43813,Education,32,153
241,4cfdd3f0f7b560fc1c2941b7,Restaurant,461,1016
242,4bb485229af3b713b34c8c28,Restaurant,860,2244
243,4b654f88f964a520c0ec2ae3,Restaurant,744,2076
244,4f0fb413e4b0253d4afed685,Restaurant,337,725
245,4f631fbce4b09987d00aac6f,Restaurant,179,483
246,4b5672e7f964a520d31028e3,Education,108,2081
247,4bc9d4b53740b71398505f65,Convenience Store,80,2126
248,4d78a21c71a68cfa88320886,Health and Beauty Service,17,1707
249,4bf635815e800f475304e7d4,Structure,17,1858
250,4ecb16a6f790bc9a80d4f748,"Cafe, Coffee, and Tea House",21,334
251,4e256f9018388c58be2b8ca6,Restaurant,198,601
252,4b6952dbf964a520cf9e2be3,Restaurant,373,787
253,4b8dd471f964a5209d0f33e3,Food Truck,1,752
254,4b73ca50f964a520eebb2de3,Field,0,386
255,4b625fcbf964a520e6442ae3,"Cafe, Coffee, and Tea House",102,1115
256,4ba85cb1f964a52014d839e3,Restaurant,681,1855
257,4b7be1aff964a520f4712fe3,"Cafe, Coffee, and Tea House",147,1825
258,4cf4f0646195721e6aaa54c1,Education,9,155
259,4b625e3cf964a5209a442ae3,Government Building,12,731
260,4c2f0ceb7cc0c9b6ac12eb9a,Restaurant,234,567
261,4b4ed7cef964a52039f626e3,Video Store,1,1818
262,4b5fb5fdf964a5206dc929e3,Bridge,14,703
263,4b9760def964a520900135e3,Lodging,20,1773
264,4b563c1af964a520af0628e3,Restaurant,345,749
266,4d357a2b280e2c0f12e159bc,Education,32,129
267,4bd113bfcaff95212c3cd0f0,Restaurant,215,461
268,4ba5bcf8f964a520561f39e3,Gift Store,2,1871
269,4ea5579b9a527d6518427a99,Restaurant,157,440
270,4b752542f964a5201bff2de3,Sporting Goods Retail,29,2314
271,4b5687b0f964a520241428e3,Bridge,4,1558
272,4c8e3167a8de224bbc332501,Bridge,5,1724
273,4baec495f964a52060d63be3,Restaurant,192,459
274,4ca06234542b224b2d4605a0,Restaurant,23,92
275,4cd3ebdc607a6dcbfd171254,Bar,39,594
276,4c3e7e9cdb3b1b8d06986595,Restaurant,156,351
277,4b5837b9f964a5205c4e28e3,Bookstore,18,1815
278,4f7bc57ee4b06a80ab476b0b,Restaurant,754,1847
280,4c9989ac80958cfa177a3bd4,Restaurant,674,1934
281,4eba2442722edc0eaf124041,Education,29,1903
282,4f600caae4b0d461002d3f05,Restaurant,43,107
283,4f57198be4b084fcb1a84c70,Restaurant,23,101
284,4b604713f964a52050dd29e3,Bridge,16,768
285,4f6455ffe4b0dc771fde9770,Restaurant,727,1787
286,4bb6d00bf562ef3bfdc93097,Restaurant,731,1762
287,4b597a58f964a520908928e3,"Cafe, Coffee, and Tea House",186,1681
288,4b53d300f964a5207bac27e3,Restaurant,326,704
289,4b5e8295f964a520459129e3,Restaurant,446,992
291,4e7d4a53f5b924f463f6c7fe,Restaurant,58,170
292,4bada437f964a520ae603be3,Bridge,19,664
293,4b5bc476f964a520fe1429e3,Museum,12,943
294,4b6809ddf964a520d5642be3,Bridge,17,348
295,4de83103fa76fd11689b500c,Structure,5,303
296,4c207c17920076b0e543c6e9,Restaurant,325,647
297,4bbc5648afe1b7134743304b,Restaurant,828,1990
298,4b5903bef964a520887828e3,Garden,1,751
299,4d760c072140721e4752cb3d,Miscellaneous Store,19,1312
300,4b074565f964a5200dfb22e3,Education,2,94
301,4b626c66f964a5200f472ae3,Restaurant,447,989
302,4bb69f63941ad13a5bc41fe3,"Cafe, Coffee, and Tea House",151,1917
303,4f546a90e4b0b5d9df9fd7ce,Bar,45,732
305,4ca5598876d3a093488df76a,Restaurant,17,60
306,4d073fe89d33a143cec0ca78,Restaurant,126,328
307,4d0604767ee8a0900caaf254,Bridge,18,669
308,4f4a73d5e4b0156c30d49a15,Bar,99,1174
309,4b595d59f964a520318628e3,Structure,45,1725
310,4b5face3f964a52098c729e3,Restaurant,713,1867
311,4f7bcac4e4b0726c38da45d4,Government Building,8,440
312,4d75b31bb8e28cfa6a26fc66,Restaurant,396,1060
313,4c1d94e2e9c4ef3be2fe45aa,Restaurant,17,52
314,4e142dc2483bfda2e0a35a52,Shopping Mall,2,179
315,4b78e263f964a52070e52ee3,Spiritual Center,0,137
316,4b5d74aaf964a520865d29e3,Computers and Electronics Retail,51,1811
317,4ba48621f964a52041a238e3,Financial Service,0,131
318,4cd4e23d122ba14309b828a1,Library,1,461
319,4b88ee77f964a5200b1432e3,Shopping Mall,6,220
320,4b57e8bdf964a520eb4528e3,Library,2,826
321,4b809226f964a520b87d30e3,Park,13,514
322,4f79adf7e4b0ca8cfefe3e33,Other Great Outdoors,1,227
323,4d92b5ddb327370426748825,"Cafe, Coffee, and Tea House",125,1801
324,4bea6d01415e20a12300e5bb,Miscellaneous Store,4,123
325,4c4a7dae712ac9282cd9876b,General Travel,1,230
326,4eb1e91f10814a0a5c9ca3e3,Spiritual Center,10,2005
327,4b57cf2af964a5201f4228e3,Restaurant,660,1783
328,4b598022f964a5204f8a28e3,Computers and Electronics Retail,15,1863
329,4e8501c16c25364d21d84052,"Cafe, Coffee, and Tea House",188,1676
330,4b0587b8f964a52012a122e3,Department Store,13,1997
331,4d31962a72a8b1f7976495d0,Arcade,2,128
332,4c466ea60f5aa59310fe7a76,Restaurant,423,940
333,4b5e61e1f964a5204c8c29e3,Restaurant,238,577
334,4bdf9ada89ca76b046c15d5e,Cafeteria,0,2481
336,4b5a8df8f964a52023cb28e3,Shopping Mall,16,1828
337,4dbbae98b592b4962bd3d2bb,Education,29,1889
338,4f6aacc3e4b0bcd825f07ba0,Restaurant,502,1123
339,4b543a97f964a5200fb527e3,Education,30,1301
340,4b5f89baf964a52046c029e3,"Cafe, Coffee, and Tea House",93,1101
341,4b66b596f964a5203a282be3,Food and Beverage Retail,7,101
342,4ce35c7431292c0f3c5cbeb6,Restaurant,577,1296
343,4bccead4b6c49c744cab9491,Government Building,33,2422
344,4b23b8f9f964a520915824e3,Health and Beauty Service,0,86
345,4e670af462e1706d82702919,Education,11,1965
346,4d706e32b246a09319e71e5f,Restaurant,457,1012
347,4b55c270f964a520b2ee27e3,Hobby Store,16,1775
348,4bfb81a78f32ef3b261c05aa,Education,26,495
349,4ba0a9a4f964a520747637e3,Education,89,2435
350,4deee804922e062b73c2cb78,Education,29,1901
351,4e1c2d9018a8c65001f91bcc,Factory,1,168
353,4b612ca0f964a520fa0b2ae3,Hobby Store,70,2476
354,4ea6671d8b814c68ace1af60,Bridge,23,2566
356,4c10c5bc6b7e2d7f38142835,Bar,18,456
357,4c2ea57da0ced13a77500f6e,Shopping Mall,0,102
358,4bbaa87f7421a5937919c440,Restaurant,977,2549
359,4cab2650a643b713b636eaa6,Restaurant,42,102
360,4b7e0978f964a52031e02fe3,Education,82,1355
361,4b63fd49f964a520379a2ae3,Restaurant,268,718
362,4b1a59fcf964a52032e923e3,Bakery,0,119
363,4f100901e4b047204335354e,Food and Beverage Retail,30,1344
364,4ed46cfbe3007ce6d723abbf,Health and Beauty Service,6,532
365,4b6f8061f964a52038f32ce3,Education,53,285
366,4be243bdb02ec9b686b64cc0,Restaurant,446,1021
367,4b67a7fdf964a520be592be3,Bar,40,896
368,4ca68e9aa6e08cfa29167c94,Bridge,3,270
370,4b5292aaf964a520b48227e3,Sporting Goods Retail,19,1850
371,4b751241f964a520fcfc2de3,Education,6,237
372,4cf0f8d26195721e27ad3ec1,Restaurant,934,2426
373,4b99ca56f964a520ed9135e3,Structure,17,969
374,4bebe39a18389521e1ff0acf,"Cafe, Coffee, and Tea House",190,2309
375,4b9c6de9f964a520056836e3,Restaurant,72,218
376,4e2404f7c65b2b5e35602512,Bridge,9,71
377,4d379456b8d5a090688dfe1f,Restaurant,736,1903
378,4ec1b060f5b93923c255dec8,Restaurant,923,2403
379,4bc913fb511f95216023adc7,Convenience Store,16,199
380,4b5a75fcf964a5208cc628e3,Restaurant,957,2486
381,4b63b174f964a5207a8c2ae3,Restaurant,58,111
382,4b5ace23f964a5206fd528e3,Music Store,4,1849
383,4b5ea776f964a520119529e3,Computers and Electronics Retail,112,2482
384,4e313fb8922ea20b3461ab49,Smoke Shop,5,884
385,4d4e18aea8fba1436fea3f1a,Restaurant,336,925
386,4bab392bf964a520359a3ae3,Pharmacy,9,975
387,4b7fa4f4f964a520023830e3,Performing Arts Venue,52,1670
388,4bc294a7461576b0ecab7d32,Restaurant,295,947
389,4e3cf32ea809ba757c03a5a6,Music Store,4,1837
390,4b63adf6f964a520a18b2ae3,Computers and Electronics Retail,112,2501
391,4e4e0083b61cf637a4e182cc,Restaurant,685,1807
392,4ba9d96bf964a5208c3a3ae3,Restaurant,923,2454
393,4b5fce30f964a52063cd29e3,Financial Service,7,1804
394,4b63ae30f964a520ac8b2ae3,Recycling Facility,0,2498
395,4b7796aef964a520eea22ee3,"Cafe, Coffee, and Tea House",15,257
396,4b9f4f7bf964a520fc1b37e3,"Cafe, Coffee, and Tea House",154,1724
397,4eeca95d02d514a36912b60f,Restaurant,258,670
398,4b5bfbfcf964a5201a2029e3,Miscellaneous Store,22,1740
399,4d86e53e509137043f61b55b,Bowling Alley,0,168
400,4b27104df964a520898424e3,Restaurant,694,1831
401,4e0847da483b98d417156e71,Library,0,97
402,4b0587a9f964a520d09e22e3,Shopping Mall,5,220
403,4d01bbee3be26dcb9e7374e4,"Cafe, Coffee, and Tea House",133,1812
404,4e61a620e4cdf1e2bef7cb8c,Education,28,244
405,4b591237f964a520227b28e3,"Cafe, Coffee, and Tea House",62,902
406,4b5a3a54f964a520cdb528e3,Park,13,1619
407,4d01c17b9f9ea143d2718ba9,Donut Shop,0,133
408,4b6bb59cf964a52051162ce3,Furniture and Home Store,7,1759
409,4bce9721cc8cd13adfa9c4cf,Structure,20,2384
410,4f587b3fe4b0055171786ed1,Computers and Electronics Retail,113,2508
411,4ddd9349d22d28453ead46fd,Structure,25,813
412,4da11c39b521224bee12eeed,Gym and Studio,3,102
413,4be5398fd4f7c9b60b2c2520,Dessert Shop,2,61
414,4f58c086e4b01f47e88b0b22,States and Municipalities,1,2476
415,4b91f97af964a520d0e133e3,Computers and Electronics Retail,112,2495
417,4b767a5af964a520084e2ee3,Bar,192,2386
418,4e3b87bcfa764553759e9a67,"Cafe, Coffee, and Tea House",114,899
419,4be2aabaf07b0f4749dbf543,Health and Beauty Service,1,222
420,4b5ff761f964a520f1d129e3,Garden,7,1813
421,4ef7e6038b81ef98d1141f1f,Restaurant,859,2245
422,4b69470af964a520849d2be3,Food and Beverage Retail,12,277
423,4ba83d73f964a520e3d239e3,"Cafe, Coffee, and Tea House",191,2031
424,4cdcdaed3f6a8cfa226cf4ea,Dessert Shop,2,274
425,4b58d071f964a5208a6c28e3,Park,13,1650
426,4e9eb494cc215c691537b106,Arcade,2,161
427,4bc43a9d920eb7130d751e2c,Video Store,1,207
428,4b5f1fdff964a5207ba729e3,Restaurant,81,218
429,4f683aa5e4b09652f853e5f7,Park,6,217
430,4d9eaabd36818cfa895af900,Spiritual Center,12,1254
431,4e16a69e483b3ee57cdfc13c,Dentist,1,119
432,4b584b0cf964a520605128e3,Restaurant,925,2453
433,4b68f4aff964a520cb942be3,Snack Place,0,38
434,4c6539da3f69c9b6c7948ad9,Fuel Station,1,1260
435,4b9c9d6af964a520e07236e3,"Cafe, Coffee, and Tea House",7,100
436,4b72504af964a52081772de3,"Cafe, Coffee, and Tea House",202,2546
437,4b4ff0abf964a520e81927e3,Food and Beverage Retail,11,227
438,4e40d2ca7d8be0ba11bf6014,Education,31,1309
439,4d511ee9529dcbff7fe9dcc4,Restaurant,910,2409
440,4b63b5c9f964a520898d2ae3,"Cafe, Coffee, and Tea House",120,1317
441,4bc84db06501c9b633d13f29,Hobby Store,1,1478
442,4b693cebf964a520929c2be3,Restaurant,208,516
443,4b6f8318f964a520c2f32ce3,Fashion Retail,44,1658
444,4b7374adf964a5206baf2de3,Food and Beverage Retail,6,40
445,4b0a57d1f964a5205d2323e3,Shopping Mall,8,418
446,4bb44966bd4b9c74738732f5,Government Building,2,157
447,4b62d74df964a520ed542ae3,Computers and Electronics Retail,12,414
449,4bb82a43b35776b0e3bbc801,Computers and Electronics Retail,112,2466
450,4b6ba69ef964a5204b142ce3,Computers and Electronics Retail,112,2518
451,4be65cc12468c928c05d0143,Convention Center,4,2113
452,4b9cce47f964a5207c7c36e3,Restaurant,88,229
453,4b556e38f964a5201ae427e3,Computers and Electronics Retail,17,2061
454,4bf128cdb315c9b6d6a893ff,Bridge,1,239
455,4c42c653a5c5ef3b1594b06f,Education,97,2402
456,4ba2237ef964a5207fde37e3,Education,80,1281
457,4b64e72ef964a520b9d82ae3,Miscellaneous Store,6,417
458,4e68e68c6365d0e71222a2be,Financial Service,1,165
459,4bcaae810687ef3ba792dccc,Performing Arts Venue,18,1056
461,4ca31e37554b236a5e962348,Shopping Mall,26,2397
462,4b607a53f964a52069e829e3,Restaurant,283,710
463,4b57f553f964a520494728e3,Bar,191,2373
464,4b62356df964a520563c2ae3,Structure,57,1992
465,4f6c5bfde4b0ca47afd59a64,Fashion Retail,42,1664
466,4b66865ff964a5204b232be3,Restaurant,95,227
467,4c01f597490120a1db3ff08c,Music Store,4,1820
468,4b7f9f0cf964a520163730e3,Water Sports,1,489
470,4e892cb6f5b97d52b2d810de,Structure,10,1019
471,4d1ac93702a66dcbe86b6365,Financial Service,36,2545
