venueID,lat,lng,venue_descr,First_Category,Second_Category
3193,40.74781156213384,-73.94023868135636,Bar,Dining and Drinking,Bar
183,40.775648,-73.980065,Bar,Dining and Drinking,Bar
2166,40.76950686568525,-73.99265306590263,Concert Hall,Arts and Entertainment,Performing Arts Venue
22855,40.74588914242651,-73.98852104404719,Seafood Restaurant,Dining and Drinking,Restaurant
425,40.75250498676928,-73.97758003761531,Seafood Restaurant,Dining and Drinking,Restaurant
35300,40.759220487652186,-73.98880004882812,Mexican Restaurant,Dining and Drinking,Restaurant
30964,40.7867655445385,-73.9757341687067,Gastropub,Dining and Drinking,Restaurant
1056,40.7714256153356,-73.97350072860723,Park,Landmarks and Outdoors,Park
6248,40.784100672373576,-73.97768554220661,Sushi Restaurant,Dining and Drinking,Restaurant
35612,40.6599524367078,-73.96886587142944,General Entertainment,Arts and Entertainment,General Entertainment
2152,40.66530754367275,-73.98940086364746,American Restaurant,Dining and Drinking,Restaurant
5115,40.78652046812787,-73.97652626037598,Italian Restaurant,Dining and Drinking,Restaurant
257,40.78588891408927,-73.97685908055269,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
672,40.719607,-73.986764,American Restaurant,Dining and Drinking,Restaurant
26195,40.73939794092962,-73.99320973426613,General Entertainment,Arts and Entertainment,General Entertainment
4130,40.785677,-73.976498,American Restaurant,Dining and Drinking,Restaurant
1284,40.78085,-73.976243,Mexican Restaurant,Dining and Drinking,Restaurant
2342,40.78082577322013,-73.97648334503174,Burger Joint,Dining and Drinking,Restaurant
1240,40.77599261490086,-73.97936715113406,Bar,Dining and Drinking,Bar
6832,40.78190857167775,-73.9486826526737,Bar,Dining and Drinking,Bar
23833,40.784249960001056,-73.97776007652283,Seafood Restaurant,Dining and Drinking,Restaurant
27985,40.720537,-73.963521,Seafood Restaurant,Dining and Drinking,Restaurant
25697,40.72059136642329,-73.96331906318665,Flea Market,Retail,Flea Market
2184,40.71653437713537,-73.96144836446048,Beer Garden,Dining and Drinking,Bar
11438,40.71424,-73.960151,Clothing Store,Retail,Fashion Retail
1874,40.71775896885272,-73.95858418871383,Seafood Restaurant,Dining and Drinking,Restaurant
24004,40.717006,-73.956565,Hot Dog Joint,Dining and Drinking,Restaurant
2880,40.776187,-73.98242,Bar,Dining and Drinking,Bar
538,40.78596681258024,-73.97258897211563,Bar,Dining and Drinking,Bar
18142,40.72750268407933,-74.00063395500183,Bar,Dining and Drinking,Bar
6069,40.74131915864618,-74.00611595251165,American Restaurant,Dining and Drinking,Restaurant
524,40.7342762286207,-73.9935253702492,Steakhouse,Dining and Drinking,Restaurant
1188,40.73844549076322,-73.99356365203857,Seafood Restaurant,Dining and Drinking,Restaurant
7012,40.73830503995525,-73.99300887473368,Bar,Dining and Drinking,Bar
7737,40.775911,-73.980051,Gift Shop,Retail,Gift Store
7483,40.74224984882722,-73.98476600646973,Food Truck,Dining and Drinking,Food Truck
431,40.774364,-73.981734,Italian Restaurant,Dining and Drinking,Restaurant
24171,40.72800677563629,-73.99914264678955,Gastropub,Dining and Drinking,Restaurant
27058,40.721488,-73.995029,Bar,Dining and Drinking,Bar
983,40.717923899368095,-73.99813359642076,Italian Restaurant,Dining and Drinking,Restaurant
14857,40.71942406147834,-74.01025907148961,Sandwich Place,Dining and Drinking,Restaurant
2817,40.774697291507216,-73.98194979831837,Movie Theater,Arts and Entertainment,Movie Theater
1235,40.60750423075421,-73.94299406259277,Italian Restaurant,Dining and Drinking,Restaurant
29388,40.61740978149997,-73.95989861532688,Neighborhood,Landmarks and Outdoors,States and Municipalities
6919,40.7388714434338,-73.98297136918099,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
8027,40.65226882197668,-73.87008960234178,Department Store,Retail,Department Store
24536,40.64662157754467,-73.91352093432137,Gym / Fitness Center,Sports and Recreation,Gym and Studio
1705,40.72413519041223,-73.99778927450977,Food & Drink Shop,Retail,Food and Beverage Retail
5843,40.66144181812587,-73.84009838104248,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
1285,40.76590104372366,-73.9634343210755,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
16830,40.60142934322357,-74.1761,Italian Restaurant,Dining and Drinking,Restaurant
3974,40.6444055420497,-74.0729570388794,Ferry,Travel and Transportation,Pier
2360,40.756489872673846,-73.98626804351807,Plaza,Landmarks and Outdoors,Plaza
5187,40.75755033809161,-73.98486527831999,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
7010,40.712035,-74.007817,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
11714,40.58114626666667,-74.11184946666667,Bar,Dining and Drinking,Bar
10200,40.56944717445538,-74.10988478062964,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
17737,40.60233803273628,-74.06333122960736,Bridge,Landmarks and Outdoors,Bridge
10274,40.62535272703749,-74.15822721818239,Arts & Crafts Store,Retail,Arts and Crafts Store
20270,40.757070044270016,-73.98477919194603,Clothing Store,Retail,Fashion Retail
15798,40.75445144010448,-73.99086827293576,Design Studio,Business and Professional Services,Design Studio
32007,40.61069463512144,-73.92015765802925,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
8632,40.62437719535163,-74.1485826685404,Breakfast Spot,Dining and Drinking,Breakfast Spot
4389,40.57520598119939,-73.98374615244924,American Restaurant,Dining and Drinking,Restaurant
3921,40.60679958140643,-74.04416981025437,Bridge,Landmarks and Outdoors,Bridge
10941,40.624587,-74.142421,Bar,Dining and Drinking,Bar
1354,40.56708944867224,-73.8654613494873,Beach,Landmarks and Outdoors,Beach
28580,40.61226898185046,-74.13090925620557,Italian Restaurant,Dining and Drinking,Restaurant
22714,40.86735263392441,-74.06783450827514,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors
23359,40.91823665099695,-74.07438558334992,Steakhouse,Dining and Drinking,Restaurant
8986,40.60496958568571,-73.94296914339066,American Restaurant,Dining and Drinking,Restaurant
11384,40.62956,-74.0285450220108,American Restaurant,Dining and Drinking,Restaurant
32918,40.60976609002065,-74.03414011001587,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors
17610,40.63265343070165,-73.88896822929382,Food & Drink Shop,Retail,Food and Beverage Retail
3470,40.7371935817703,-73.99653553962708,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
9896,40.7592692476146,-73.97556066513062,Bridal Shop,Retail,Fashion Retail
4105,40.73710647765176,-73.99032307563172,Sandwich Place,Dining and Drinking,Restaurant
36065,40.646774,-73.913606,Gym / Fitness Center,Sports and Recreation,Gym and Studio
3619,40.754217707554695,-73.98386667401014,Soup Place,Dining and Drinking,Restaurant
15852,40.62597248956804,-73.91614437103271,Food & Drink Shop,Retail,Food and Beverage Retail
6998,40.74064691662654,-73.99104044018358,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
3115,40.72212709991359,-73.99930899378225,Department Store,Retail,Department Store
3931,40.72387965382809,-73.9982254154925,Cosmetics Shop,Retail,Cosmetics Store
1028,40.75061379403183,-73.98856401443481,Department Store,Retail,Department Store
27055,40.773883557841096,-73.98221953946711,Department Store,Retail,Department Store
23258,40.7780310221841,-73.98038873572416,Burger Joint,Dining and Drinking,Restaurant
16451,40.73458619149583,-73.99009925734258,Clothing Store,Retail,Fashion Retail
20591,40.73496223583565,-73.99086253402484,Clothing Store,Retail,Fashion Retail
5150,40.73512291106378,-73.99118391277207,Clothing Store,Retail,Fashion Retail
6331,40.73524837370153,-73.99113800155543,Clothing Store,Retail,Fashion Retail
4359,40.73552514721754,-73.99001891225203,Clothing Store,Retail,Fashion Retail
3849,40.73709857380555,-73.99039768167009,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
13460,40.614734548357205,-74.17708482378428,Hotel,Travel and Transportation,Lodging
8239,40.74452813911747,-73.99875337430109,Thai Restaurant,Dining and Drinking,Restaurant
30652,40.616124,-74.103939,Deli / Bodega,Dining and Drinking,Restaurant
4883,40.630362,-74.139446,Ice Cream Shop,Dining and Drinking,Dessert Shop
1613,40.70876621766273,-73.95775190522544,Bar,Dining and Drinking,Bar
3857,40.74068572015636,-73.98729289817663,Soup Place,Dining and Drinking,Restaurant
3767,40.74127130924416,-73.99494859513759,Bridal Shop,Retail,Fashion Retail
27601,40.73898201597659,-73.989677131176,Food & Drink Shop,Retail,Food and Beverage Retail
15437,40.60421149876199,-74.16213191451095,Diner,Dining and Drinking,Restaurant
32271,40.746577083035696,-73.98173170945321,Bakery,Dining and Drinking,Bakery
2555,40.75831461619259,-73.9772837904573,Department Store,Retail,Department Store
8029,40.6520548219427,-73.87064662252766,Furniture / Home Store,Retail,Furniture and Home Store
3827,40.72988184075125,-73.99101957678795,Plaza,Landmarks and Outdoors,Plaza
8927,40.60486402852488,-73.99864433944897,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
11443,40.773842837728495,-73.96395663574809,Clothing Store,Retail,Fashion Retail
5100,40.70663618862376,-74.00667832018597,Soup Place,Dining and Drinking,Restaurant
11314,40.6128,-74.129836,Bar,Dining and Drinking,Bar
24665,40.7363208,-74.005363,Cosmetics Shop,Retail,Cosmetics Store
7077,40.73340972232626,-74.00285648282618,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
34315,40.73774637565891,-73.98819923400879,Steakhouse,Dining and Drinking,Restaurant
28120,40.74207567954886,-73.98508910271165,Italian Restaurant,Dining and Drinking,Restaurant
1427,40.71988372267161,-73.98809635898077,Hotel,Travel and Transportation,Lodging
16226,40.7299351086026,-73.97866122153226,Medical Center,Health and Medicine,Veterinarian
35,40.72607169369348,-73.98347854614258,Bar,Dining and Drinking,Bar
1600,40.77364925929136,-73.9840216301916,Movie Theater,Arts and Entertainment,Movie Theater
365,40.736982,-74.002197,American Restaurant,Dining and Drinking,Restaurant
22187,40.755210123585385,-73.96909361123883,American Restaurant,Dining and Drinking,Restaurant
6032,40.74583734577147,-73.98799265354255,American Restaurant,Dining and Drinking,Restaurant
31421,40.76282906098013,-73.99311791279167,Mexican Restaurant,Dining and Drinking,Restaurant
14562,40.75630691096422,-73.99356554206433,Italian Restaurant,Dining and Drinking,Restaurant
1614,40.75151596433163,-73.99352073669434,Bar,Dining and Drinking,Bar
1643,40.74421527986642,-73.9885380368106,Bar,Dining and Drinking,Bar
25832,40.735614,-74.007132,Spa / Massage,Business and Professional Services,Health and Beauty Service
3163,40.7679124817876,-73.98507762454408,Hotel,Dining and Drinking,Bar
8697,40.77143374050618,-73.98247003555298,Bar,Dining and Drinking,Bar
36155,40.7469318369775,-73.98985147476196,Hotel,Dining and Drinking,Bar
6957,40.7722274447236,-73.98302876064133,Plaza,Landmarks and Outdoors,Plaza
21543,40.77326375672516,-73.98347641344374,Italian Restaurant,Dining and Drinking,Restaurant
34267,40.74499788870235,-73.98860138976487,American Restaurant,Dining and Drinking,Restaurant
32038,40.72639997828572,-73.9917348465147,Gastropub,Dining and Drinking,Restaurant
2008,40.726057,-73.991733,Hotel,Dining and Drinking,Bar
32123,40.74285240592211,-74.00749891494839,Flea Market,Retail,Flea Market
26273,40.742746131478135,-74.00865233240317,Park,Landmarks and Outdoors,Park
3764,40.71509485589921,-74.01641620013078,Park,Landmarks and Outdoors,Park
3232,40.713240189310966,-74.01618003845215,Burger Joint,Dining and Drinking,Restaurant
1371,40.701593743002,-73.99592399597168,Park,Landmarks and Outdoors,Park
4593,40.74040459976035,-73.97232055664062,Seafood Restaurant,Dining and Drinking,Restaurant
17979,40.749051,-73.992137,American Restaurant,Dining and Drinking,Restaurant
2674,40.77113147017667,-73.96734303720663,Art Museum,Arts and Entertainment,Museum
2719,40.74936104635891,-73.97999272885885,Art Museum,Arts and Entertainment,Museum
928,40.72222,-73.994267,American Restaurant,Dining and Drinking,Restaurant
7436,40.74507684131655,-73.9886759964726,Hotel,Travel and Transportation,Lodging
17525,40.72930763943153,-74.01266098022461,Athletic & Sport,Sports and Recreation,Soccer
13779,40.73421817106005,-74.01055812835693,Other Great Outdoors,Landmarks and Outdoors,Hiking Trail
192,40.73406777108389,-74.00636851787567,Mexican Restaurant,Dining and Drinking,Restaurant
2177,40.72789472545349,-73.97905723114023,American Restaurant,Dining and Drinking,Restaurant
575,40.72704085086805,-73.98383596074753,Hot Dog Joint,Dining and Drinking,Restaurant
2212,40.74019282278642,-73.98957127470307,Italian Restaurant,Dining and Drinking,Restaurant
29156,40.72463254164776,-73.9955323934555,Sporting Goods Shop,Retail,Sporting Goods Retail
99,40.726121,-73.992822,Italian Restaurant,Dining and Drinking,Restaurant
3646,40.77360312549996,-73.98270606994629,Concert Hall,Arts and Entertainment,Performing Arts Venue
36014,40.75686951528121,-73.98099709250764,Clothing Store,Retail,Fashion Retail
34307,40.72236398455685,-73.99433612823486,Bar,Dining and Drinking,Bar
2586,40.72610646382413,-73.9929342697109,Tapas Restaurant,Dining and Drinking,Restaurant
24689,40.76121733385796,-73.97693369182005,Movie Theater,Arts and Entertainment,Movie Theater
2845,40.734953,-73.97967,French Restaurant,Dining and Drinking,Restaurant
1277,40.778936659294864,-73.96229820007625,Art Museum,Arts and Entertainment,Museum
11660,40.73681963035856,-73.98463726043701,Pet Store,Retail,Pet Supplies Store
3160,40.73166539024325,-73.97783517837524,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors
1808,40.74276195733468,-73.97692322731018,Movie Theater,Arts and Entertainment,Movie Theater
26814,40.73691422467621,-74.00371726366585,American Restaurant,Dining and Drinking,Restaurant
7106,40.74139826706171,-74.00700541082792,Clothing Store,Retail,Fashion Retail
7784,40.761396839012,-73.97698574930376,Art Museum,Arts and Entertainment,Museum
1652,40.76393850093645,-73.97308830420383,Electronics Store,Retail,Computers and Electronics Retail
27270,40.76589655992712,-73.97241678833663,Outdoors & Recreation,Landmarks and Outdoors,Landmarks and Outdoors
19031,40.779022,-73.962163,Plaza,Landmarks and Outdoors,Plaza
2352,40.743545,-73.983929,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
14393,40.76140613398014,-73.97671559726489,American Restaurant,Dining and Drinking,Restaurant
11731,40.74588533379403,-73.98860138976487,Clothing Store,Retail,Boutique
5936,40.741672705942285,-73.98928821086884,Neighborhood,Landmarks and Outdoors,States and Municipalities
26010,40.74203392888001,-73.98993663489819,Beer Garden,Dining and Drinking,Bar
22916,40.74993853968424,-73.98355676127223,Italian Restaurant,Dining and Drinking,Restaurant
1597,40.76285776359848,-73.97161900148414,Asian Restaurant,Dining and Drinking,Restaurant
19458,40.745716,-73.993577,Hotel,Dining and Drinking,Bar
4685,40.73690423072643,-74.00002735586894,Restaurant,Dining and Drinking,Restaurant
5160,40.75909046091092,-73.98201942443848,Bar,Dining and Drinking,Bar
2328,40.74534180590688,-74.00783748099224,Building,Landmarks and Outdoors,Structure
22342,40.746915580644455,-73.99043083190918,Spanish Restaurant,Dining and Drinking,Restaurant
3389,40.75518954040458,-73.97725582122803,Hotel,Dining and Drinking,Bar
772,40.735991,-73.98727,Bar,Dining and Drinking,Bar
37,40.73258001246407,-74.00255978107452,Bar,Dining and Drinking,Bar
29002,40.80927000313523,-73.94907116889954,Gym / Fitness Center,Sports and Recreation,Gym and Studio
4009,40.809865807665965,-73.95154697526134,Gym / Fitness Center,Sports and Recreation,Gym and Studio
5651,40.82312375756214,-73.94227077881384,Gym / Fitness Center,Sports and Recreation,Gym and Studio
3988,40.81967266642876,-73.95994453399868,Food & Drink Shop,Retail,Food and Beverage Retail
3191,40.77920900596156,-73.9551287537907,Gym / Fitness Center,Sports and Recreation,Gym and Studio
18560,40.81088141152157,-73.92996880069906,Post Office,Community and Government,Government Building
4517,40.800356,-73.94687168,Gym / Fitness Center,Sports and Recreation,Gym and Studio
26148,40.7826910156033,-73.97477569270944,Church,Community and Government,Spiritual Center
16941,40.8233399733422,-73.93002046719492,Hardware Store,Retail,Hardware Store
15993,40.851107,-73.938089,Building,Landmarks and Outdoors,Structure
7137,40.77693,-73.977499,BBQ Joint,Dining and Drinking,Restaurant
657,40.76233786262521,-73.98240319279851,Bar,Dining and Drinking,Bar
7202,40.774555,-73.982189,Furniture / Home Store,Retail,Furniture and Home Store
30346,40.828239,-73.937026,Hardware Store,Retail,Hardware Store
5685,40.804291599063205,-73.94810289484188,Caf�,Dining and Drinking,"Cafe, Coffee, and Tea House"
9322,40.81681580433024,-73.94139250202096,Church,Community and Government,Spiritual Center
12341,40.802838609932685,-73.94923944816297,Bank,Business and Professional Services,Financial Service
11224,40.80581588142224,-73.95439403540375,Food & Drink Shop,Retail,Food and Beverage Retail
4351,40.723604952791874,-73.98344771778257,Theater,Arts and Entertainment,Performing Arts Venue
3970,40.809391811146064,-73.95174264907835,Movie Theater,Arts and Entertainment,Movie Theater
3818,40.75150160315114,-73.98271884655175,Department Store,Retail,Department Store
1280,40.6716389935202,-73.96381202180841,Art Museum,Arts and Entertainment,Museum
898,40.756931775430665,-73.98897442301349,Movie Theater,Arts and Entertainment,Movie Theater
5903,40.785870308703565,-73.97852921814837,Diner,Dining and Drinking,Restaurant
11726,40.81802912751538,-73.94179432849904,Bakery,Dining and Drinking,Bakery
17274,40.81158149645368,-73.9631071562193,Church,Community and Government,Spiritual Center
8358,40.804346,-73.947884,Mediterranean Restaurant,Dining and Drinking,Restaurant
16059,40.81035901073725,-73.94719594346044,Spanish Restaurant,Dining and Drinking,Restaurant
23445,40.80515469583384,-73.94569774230696,Church,Community and Government,Spiritual Center
25589,40.681019149415285,-73.93789083599484,Church,Community and Government,Spiritual Center
1384,40.77308312955881,-73.98281335830688,Concert Hall,Arts and Entertainment,Performing Arts Venue
1586,40.76832372665645,-73.98188092817718,Music Venue,Arts and Entertainment,Performing Arts Venue
24800,40.76042349214541,-73.99119539057452,BBQ Joint,Dining and Drinking,Restaurant
21736,40.80825990296103,-73.94516389771303,Southern / Soul Food Restaurant,Dining and Drinking,Restaurant
33475,40.74980914532915,-73.98567795753479,Bar,Dining and Drinking,Bar
23243,40.79488009251274,-73.96625250763856,Pet Store,Retail,Pet Supplies Store
14747,40.766607,-73.982547,Concert Hall,Arts and Entertainment,Performing Arts Venue
25024,40.76443425673071,-73.98249501939839,Bank,Business and Professional Services,Financial Service
10052,40.811177159223575,-73.95323455226433,Post Office,Community and Government,Government Building
4551,40.810203,-73.943523,Southern / Soul Food Restaurant,Dining and Drinking,Restaurant
10618,40.81027150154114,-73.95165145397186,Sporting Goods Shop,Retail,Sporting Goods Retail
33840,40.75813150583918,-73.9877700805664,Performing Arts Venue,Arts and Entertainment,Performing Arts Venue
8513,40.804072,-73.96695077419281,Drugstore / Pharmacy,Retail,Pharmacy
7184,40.80807603982743,-73.94555997610115,Drugstore / Pharmacy,Retail,Pharmacy
21722,40.80808595796791,-73.95549611193609,General College & University,Community and Government,Education
16216,40.7743668621601,-73.98343563079834,College Academic Building,Community and Government,Education
29329,40.81159642,-73.94254164,Restaurant,Dining and Drinking,Restaurant
162,40.780557679970805,-73.98171901702881,Food & Drink Shop,Retail,Food and Beverage Retail
5437,40.822071725918654,-73.92988268984206,Miscellaneous Shop,Retail,Miscellaneous Store
9672,40.806542646851966,-73.95387169485083,Laundry Service,Business and Professional Services,Laundry Service
14386,40.80928290431761,-73.94863673132467,Clothing Store,Retail,Fashion Retail
11688,40.77901409172768,-73.95403861999512,Sporting Goods Shop,Retail,Sporting Goods Retail
32969,40.72828979022759,-74.03468557825035,Bank,Business and Professional Services,Financial Service
33734,40.71186956191786,-74.01181415253035,Building,Landmarks and Outdoors,Structure
4547,40.73215319032559,-74.03588891029358,Department Store,Retail,Department Store
2861,40.72696606629052,-74.0383243560791,Mall,Retail,Shopping Mall
9429,40.70491722731459,-74.01239371824238,Chinese Restaurant,Dining and Drinking,Restaurant
5085,40.72289631456779,-74.03914363725167,Miscellaneous Shop,Retail,Miscellaneous Store
4235,40.7026348490278,-74.05094146728516,Park,Landmarks and Outdoors,Park
22053,40.72777912185759,-74.0438175201416,Food & Drink Shop,Retail,Food and Beverage Retail
27570,40.72891738296314,-74.0413498878479,Food & Drink Shop,Retail,Food and Beverage Retail
14008,40.726918616666666,-74.03830102,Indian Restaurant,Dining and Drinking,Restaurant
16687,40.734948525960576,-74.06329107250025,Food & Drink Shop,Retail,Food and Beverage Retail
26788,40.73624570787237,-74.06654950720187,Food & Drink Shop,Retail,Food and Beverage Retail
15632,40.73186879354434,-74.06416879018543,Bar,Dining and Drinking,Bar
5084,40.72351860033697,-74.03974056243896,Food & Drink Shop,Retail,Food and Beverage Retail
8908,40.731145066213685,-74.04147863388062,Food & Drink Shop,Retail,Food and Beverage Retail
4020,40.7040793558429,-74.0126978460811,Bar,Dining and Drinking,Bar
15858,40.73475566975019,-73.9894450177697,Medical Center,Health and Medicine,Physician
13439,40.70331657250083,-74.01012135152561,Deli / Bodega,Dining and Drinking,Restaurant
4885,40.73034182515915,-74.03443886150981,Medical Center,Health and Medicine,Physician
6476,40.74281621210842,-74.00040610551176,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
31100,40.81009017275893,-73.94326686859131,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
16660,40.7380018107768,-74.00428537689935,Italian Restaurant,Dining and Drinking,Restaurant
22745,40.79343424268352,-73.94870561334412,School,Community and Government,Education
32298,40.77211112866,-73.96095474201344,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
29864,40.77384687219644,-73.95948886871338,Mexican Restaurant,Dining and Drinking,Restaurant
7583,40.81440531649213,-73.94437173850456,Music Venue,Arts and Entertainment,Performing Arts Venue
3174,40.737269,-73.990717,Hot Dog Joint,Dining and Drinking,Restaurant
758,40.73528249691621,-73.99040315158283,Park,Landmarks and Outdoors,Park
35239,40.74422471878332,-73.98403884753738,Bar,Dining and Drinking,Bar
26181,40.7713022794736,-73.96158037955199,Vegetarian / Vegan Restaurant,Dining and Drinking,Restaurant
33308,40.76853552076642,-73.95557647143723,Burger Joint,Dining and Drinking,Restaurant
730,40.72827687733523,-73.99928133165464,Music Venue,Arts and Entertainment,Performing Arts Venue
19004,40.77191392045793,-73.95900893890409,Food & Drink Shop,Retail,Food and Beverage Retail
5925,40.79096987028617,-73.94705146551132,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
2991,40.774626,-73.959236,Soup Place,Dining and Drinking,Restaurant
6783,40.774111,-73.959546,Food & Drink Shop,Retail,Food and Beverage Retail
21581,40.77481616279938,-73.96447894900577,Art Gallery,Arts and Entertainment,Art Gallery
24731,40.80502758333333,-73.954893,Italian Restaurant,Dining and Drinking,Restaurant
32393,40.770037033726105,-73.95506561403909,Bar,Dining and Drinking,Bar
32161,40.7648099491775,-73.97337527608217,Park,Landmarks and Outdoors,Park
4271,40.76,-73.975496,Bakery,Dining and Drinking,Bakery
6747,40.7317183252113,-73.98555396792241,Asian Restaurant,Dining and Drinking,Restaurant
3536,40.73179547061488,-73.98567259311676,Dessert Shop,Dining and Drinking,Dessert Shop
14037,40.799446417809655,-73.93877486912868,Food & Drink Shop,Retail,Food and Beverage Retail
5482,40.79884023333334,-73.94136535220393,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
25085,40.77787134925543,-73.95476139494657,Mexican Restaurant,Dining and Drinking,Restaurant
9776,40.772891,-73.958314,Food & Drink Shop,Retail,Food and Beverage Retail
16383,40.80159564768034,-73.94871711730957,Post Office,Community and Government,Government Building
5601,40.79409,-73.96717,Food & Drink Shop,Retail,Food and Beverage Retail
7327,40.79483544823571,-73.96598274410916,Arts & Crafts Store,Retail,Arts and Crafts Store
4489,40.78844972977131,-73.94887268543243,Burger Joint,Dining and Drinking,Restaurant
19396,40.77359633912289,-73.95992731449805,Bakery,Dining and Drinking,Bakery
5375,40.73316247409845,-73.99104044018358,Bookstore,Retail,Bookstore
11215,40.773045,-73.962333,Miscellaneous Shop,Retail,Miscellaneous Store
104,40.728156,-73.98126203738285,Bar,Dining and Drinking,Bar
10007,40.738005009857154,-74.00434850048785,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
23917,40.800181362524974,-73.94527870312636,Salon / Barbershop,Business and Professional Services,Health and Beauty Service
12020,40.81436620398906,-73.94441766086605,French Restaurant,Dining and Drinking,Restaurant
3657,40.733879,-73.988185,Food & Drink Shop,Retail,Food and Beverage Retail
13908,40.674455,-73.9262,History Museum,Arts and Entertainment,Museum
25404,40.742863459996805,-73.9824146711259,Clothing Store,Retail,Boutique
2297,40.725406057380425,-73.9845611062927,Bar,Dining and Drinking,Bar
22834,40.774506025762015,-73.95898597945823,Italian Restaurant,Dining and Drinking,Restaurant
28434,40.745478,-73.97781,Bar,Dining and Drinking,Bar
3917,40.75673368214285,-73.95445704460144,Bridge,Landmarks and Outdoors,Bridge
8939,40.80738950505896,-73.95288440994827,Food & Drink Shop,Retail,Food and Beverage Retail
16851,40.682598,-73.963005,African Restaurant,Dining and Drinking,Restaurant
7062,40.68639686,-73.974548,Bookstore,Retail,Bookstore
3286,40.774033744058094,-73.96684885025024,Harbor / Marina,Landmarks and Outdoors,Harbor or Marina
